movement_id,sku_id,warehouse_id,warehouse_city,region,movement_type,supplier_id,customer_id,movement_date,expected_date,quantity,unit_cost,stock_before,stock_after,status
MOV000202,SKU_0172,WH_04,Kolkata,East,Transfer,,,2026-02-01,2026-02-04,423,1830.34,4537,,Completed
MOV000151,SKU_0284,WH_04,Kolkata,East,Transfer,,,2026-02-21,2026-02-22,159,1233.45,3239,,Completed
MOV003357,SKU_0258,WH_03,Delhi,North,Outbound,,CUST_096,2026-03-23,2026-03-23,497,90.01,1022,525,Discrepancy
MOV003743,SKU_0210,WH_04,Kolkata,East,Inbound,SUP_04,,2026-05-17,2026-05-17,412,826.95,2876,,Completed
MOV004802,SKU_0283,WH_02,Mumbai,West,Inbound,SUP_02,,2026-04-20,2026-04-23,356,187.04,3316,3672,Discrepancy
MOV003076,SKU_0177,WH_06,Pune,West,Return,,,2026-05-16,2026-05-17,334,882.59,859,1193,Completed
MOV001424,SKU_0117,WH_02,Mumbai,West,Outbound,,CUST_003,2026-01-09,2026-01-12,243,342.86,491,248,Pending
MOV003581,SKU_0283,WH_06,Pune,West,Transfer,,,2026-02-18,,252,1256.1,392,140,Pending
MOV004040,SKU_0020,WH_02,Mumbai,West,Adjustment,,,2026-04-02,2026-04-02,54,1607.41,4308,4254,Completed
MOV000373,SKU_0112,WH_01,Bengaluru,South,Inbound,SUP_03,,2026-02-19,,384,662.35,1633,2017,Discrepancy
MOV002387,SKU_0084,WH_05,Hyderabad,South,Inbound,SUP_10,,2026-03-15,2026-03-15,412,555.67,1498,1910,Completed
MOV004624,SKU_0253,WH_02,Mumbai,West,Outbound,,CUST_023,2026-02-18,2026-02-21,147,599.76,4068,3921,Completed
MOV003114,SKU_0218,WH_05,Hyderabad,South,Outbound,,CUST_075,2026-01-08,2026-01-10,376,1385.42,1820,1444,Completed
MOV001425,SKU_0299,WH_06,Pune,West,Outbound,,CUST_062,2026-06-26,2026-06-26,358,1575.74,939,,Cancelled
MOV002428,SKU_0180,WH_06,Pune,West,Inbound,SUP_10,,2026-04-28,2026-04-30,237,539.01,1522,,Cancelled
MOV004314,SKU_0151,WH_06,Pune,West,Adjustment,,,2026-02-05,2026-02-05,408,1426.02,1697,2105,Completed
MOV002085,SKU_0095,WH_06,Pune,West,Adjustment,,,2026-04-30,2026-04-30,96,1053.88,4801,4897,Completed
MOV004265,SKU_0088,WH_04,Kolkata,East,Inbound,SUP_02,,2026-03-19,2026-03-20,256,363.11,117,,Cancelled
MOV001622,SKU_0064,WH_06,Pune,West,Return,,,2026-06-29,2026-06-30,324,926.87,580,904,Pending
MOV000840,SKU_0245,WH_05,Hyderabad,South,Adjustment,,,2026-03-18,2026-03-19,384,1112.42,359,-25,Completed
MOV004970,SKU_0083,WH_01,Bengaluru,South,Outbound,,CUST_065,2026-01-27,2026-01-30,300,91.33,1270,970,Completed
MOV001043,SKU_0172,WH_03,Delhi,North,Inbound,SUP_08,,2026-05-30,2026-06-02,305,775.86,2780,3085,Completed
MOV004903,SKU_0206,WH_05,Hyderabad,South,Transfer,,,2026-03-07,2026-03-08,296,1620.13,1007,711,Completed
MOV003147,SKU_0282,WH_05,Hyderabad,South,Outbound,,CUST_055,2026-06-05,2026-06-06,254,1384.67,4509,4255,Completed
MOV003292,SKU_0021,WH_02,Mumbai,West,Inbound,SUP_05,,2026-06-18,2026-06-19,440,1420.02,4567,5007,Completed
MOV004645,SKU_0247,WH_03,Delhi,North,Return,,,2026-05-06,2026-05-09,394,1087.97,2706,3100,Completed
MOV003477,SKU_0083,WH_01,Bengaluru,South,Transfer,,,2026-05-13,2026-05-13,412,1961.66,820,408,Completed
MOV003768,SKU_0102,WH_02,Mumbai,West,Inbound,SUP_12,,2026-06-16,2026-06-16,370,668.1,484,854,Completed
MOV000552,SKU_0224,WH_03,Delhi,North,Outbound,,CUST_025,2026-06-13,2026-06-16,156,790.7,733,577,Discrepancy
MOV004419,SKU_0259,WH_01,Bengaluru,South,Outbound,,CUST_025,2026-03-07,2026-03-07,474,1068.84,3755,3281,Completed
MOV003026,SKU_0219,WH_04,Kolkata,East,Outbound,,CUST_025,2026-01-26,2026-01-28,123,1006.33,3385,3262,Completed
MOV000754,SKU_0190,WH_02,Mumbai,West,Inbound,SUP_04,,2026-03-23,2026-03-25,469,395.63,3900,4369,Completed
MOV000721,SKU_0241,WH_02,Mumbai,West,Inbound,SUP_10,,2026-05-12,2026-05-13,230,859.13,4077,4307,Completed
MOV001993,SKU_0219,WH_03,Delhi,North,Transfer,,,2026-06-10,2026-06-13,72,1896.35,495,423,Completed
MOV002313,SKU_0255,WH_05,Hyderabad,South,Outbound,,CUST_067,2026-05-04,2026-05-04,116,1878.37,760,644,Pending
MOV004392,SKU_0056,WH_05,Hyderabad,South,Outbound,,CUST_086,2026-03-07,2026-03-09,108,938.22,40,-68,Completed
MOV003399,SKU_0167,WH_02,Mumbai,West,Transfer,,,2026-06-16,2026-06-16,395,736.81,2627,2232,Completed
MOV000327,SKU_0074,WH_05,Hyderabad,South,Transfer,,,,2026-04-18,69,465.45,540,471,Discrepancy
MOV001306,SKU_0280,WH_05,Hyderabad,South,Inbound,SUP_08,,2026-04-07,2026-04-10,98,100.8,188,286,Completed
MOV003782,SKU_0122,WH_01,Bengaluru,South,Transfer,,,2026-06-02,2026-06-05,455,1652.99,1056,601,Completed
MOV002652,SKU_0104,WH_05,Hyderabad,South,Return,,,2026-04-30,2026-05-01,353,182.03,677,1030,Completed
MOV000823,SKU_0289,WH_06,Pune,West,Outbound,,CUST_045,2026-03-30,2026-04-01,222,1746.48,1720,1498,Completed
MOV003657,SKU_0236,WH_01,Bengaluru,South,Transfer,,,2026-04-02,2026-04-04,447,1730.25,1462,1015,Completed
MOV003567,SKU_0183,WH_04,Kolkata,East,Adjustment,,,2026-03-12,2026-03-13,137,1224.1,207,,Completed
MOV000333,SKU_0296,WH_05,Hyderabad,South,Transfer,,,2026-02-27,2026-02-28,15,1631.01,2195,2180,Completed
MOV001765,SKU_0201,WH_03,Delhi,North,Transfer,,,2026-05-12,2026-05-12,28,1294.69,517,489,Completed
MOV004450,SKU_0046,WH_02,Mumbai,West,Adjustment,,,2026-01-21,2026-01-22,131,1989.85,3272,3403,Completed
MOV000739,SKU_0055,WH_01,Bengaluru,South,Return,,,2026-03-05,2026-03-06,386,1435.93,2605,2991,Pending
MOV001251,SKU_0264,WH_06,Pune,West,Return,,,2026-01-11,2026-01-14,219,289.22,4498,4717,Completed
MOV001545,SKU_0262,WH_04,Kolkata,East,Inbound,SUP_09,,2026-02-06,2026-02-09,275,4857.18,759,,Cancelled
MOV004994,SKU_0207,WH_02,Mumbai,West,Adjustment,,,2026-03-08,2026-03-08,257,489.3,3404,3147,Completed
MOV000887,SKU_0057,WH_05,Hyderabad,South,Outbound,,CUST_030,2026-02-09,2026-02-12,265,914.95,1073,808,Completed
MOV001335,SKU_0012,WH_06,Pune,West,Transfer,,,2026-05-09,2026-05-09,259,915.84,143,-116,Completed
MOV002326,SKU_0198,WH_04,Kolkata,East,Outbound,,CUST_050,2026-06-29,2026-07-01,373,351.69,3632,3259,Completed
MOV003870,SKU_0138,WH_06,Pune,West,Outbound,,CUST_076,2026-01-12,2026-01-15,167,180.83,4051,3884,Pending
MOV004635,SKU_0142,WH_03,Delhi,North,Return,,,2026-06-26,2026-06-29,199,1906.12,48,247,Completed
MOV000530,SKU_0172,WH_05,Hyderabad,South,Outbound,,CUST_025,2026-03-16,2026-03-18,25,1859.29,3040,3015,Completed
MOV000100,SKU_0208,WH_02,Mumbai,West,Inbound,SUP_01,,2026-01-27,2026-01-27,314,1124.3,1615,1929,Completed
MOV000533,SKU_0247,WH_01,Bengaluru,South,Outbound,,CUST_023,2026-01-15,2026-01-16,229,198.22,3707,3478,Completed
MOV001451,SKU_0125,WH_06,Pune,West,Return,,,2026-06-22,2026-06-23,22,446.98,2758,2780,Completed
MOV000003,SKU_0069,WH_03,Delhi,North,Outbound,,CUST_070,2026-01-31,2026-02-02,287,1641.45,1480,1193,Completed
MOV004514,SKU_0103,WH_04,Kolkata,East,Outbound,,CUST_010,2026-03-30,2026-03-31,200,1395.44,2,,Completed
MOV004284,SKU_0289,WH_05,Hyderabad,South,Inbound,SUP_08,,2026-02-23,2026-02-23,188,299.07,4192,4380,Completed
MOV000963,SKU_0191,WH_06,Pune,West,Outbound,,CUST_018,2026-01-11,2026-01-12,146,156.66,701,555,Completed
MOV000143,SKU_0053,WH_01,Bengaluru,South,Outbound,,CUST_028,2026-02-08,2026-02-08,219,59.33,996,777,Discrepancy
MOV004633,SKU_0276,WH_02,Mumbai,West,Outbound,,CUST_015,2026-01-28,2026-01-31,103,61.92,4417,4314,Pending
MOV003966,SKU_0166,WH_01,Bengaluru,South,Transfer,,,2026-01-11,,401,1180.05,4817,4416,Completed
MOV002881,SKU_0126,WH_01,Bengaluru,South,Transfer,,,2026-05-09,2026-05-12,312,1349.41,3623,3311,Pending
MOV001614,SKU_0285,WH_05,Hyderabad,South,Outbound,,CUST_011,2026-06-09,2026-06-11,101,891.74,4485,4384,Discrepancy
MOV001542,SKU_0254,WH_01,Bengaluru,South,Outbound,,CUST_069,2026-03-15,2026-03-16,114,544.84,2020,1906,Completed
MOV000947,SKU_0024,WH_03,Delhi,North,Outbound,,CUST_051,2026-02-09,2026-02-09,271,1015.74,152,-119,Completed
MOV004972,SKU_0293,WH_06,Pune,West,Outbound,,CUST_065,2026-04-01,2026-04-04,153,477.91,898,745,Completed
MOV000039,SKU_0159,WH_02,Mumbai,West,Outbound,,CUST_001,2026-03-27,2026-03-30,43,975.56,4118,4075,Completed
MOV001489,SKU_0221,WH_03,Delhi,North,Transfer,,,2026-05-07,2026-05-08,337,1247.07,3586,3249,Completed
MOV000284,SKU_0248,WH_01,Bengaluru,South,Outbound,,CUST_096,2026-04-17,2026-04-18,209,1642.86,1192,983,Completed
MOV004356,SKU_0268,WH_06,Pune,West,Adjustment,,,,2026-04-14,166,894.14,4319,4153,Completed
MOV000521,SKU_0008,WH_01,Bengaluru,South,Inbound,SUP_12,,2026-02-14,2026-02-16,133,1395.2,1589,1722,Completed
MOV004241,SKU_0228,WH_01,Bengaluru,South,Outbound,,CUST_085,2026-02-06,2026-02-07,399,1932.51,1447,1048,Completed
MOV003801,SKU_0255,WH_01,Bengaluru,South,Transfer,,,2026-04-06,2026-04-06,299,1475.72,4240,3941,Completed
MOV000579,SKU_0041,WH_02,Mumbai,West,Return,,,2026-06-23,2026-06-26,97,1949.88,520,617,Discrepancy
MOV003941,SKU_0020,WH_02,Mumbai,West,Inbound,SUP_04,,2026-04-28,2026-05-01,75,1738.6,537,612,Completed
MOV003085,SKU_0204,WH_01,Bengaluru,South,Return,,,2026-02-23,2026-02-26,331,1462.26,272,603,Completed
MOV001586,SKU_0228,WH_04,Kolkata,East,Transfer,,,2026-06-03,2026-06-05,107,538.39,514,,Completed
MOV001059,SKU_0186,WH_05,Hyderabad,South,Outbound,,CUST_064,2026-03-22,2026-03-25,162,732.28,4007,3845,Completed
MOV001773,SKU_0083,WH_04,Kolkata,East,Return,,,2026-04-20,2026-04-23,499,626.74,3424,,Completed
MOV000340,SKU_0056,WH_05,Hyderabad,South,Outbound,,CUST_066,2026-04-10,2026-04-11,182,541.28,173,-9,Discrepancy
MOV001786,SKU_0125,WH_02,Mumbai,West,Inbound,SUP_03,,2026-02-13,2026-02-16,163,769.85,3647,3810,Completed
MOV001997,SKU_0253,WH_06,Pune,West,Outbound,,CUST_097,2026-05-20,2026-05-22,421,1907.47,3132,2711,Discrepancy
MOV003842,SKU_0038,WH_01,Bengaluru,South,Inbound,SUP_05,,2026-06-29,2026-06-30,367,605.73,4691,,Cancelled
MOV000503,SKU_0158,WH_02,Mumbai,West,Inbound,SUP_12,,2026-01-26,2026-01-26,430,1166.46,413,843,Completed
MOV003387,SKU_0242,WH_04,Kolkata,East,Outbound,,CUST_039,2026-05-19,2026-05-22,288,1273.01,3769,,Completed
MOV002698,SKU_0281,WH_05,Hyderabad,South,Inbound,SUP_06,,,2026-04-15,63,561.82,4150,4213,Completed
MOV003069,SKU_0056,WH_01,Bengaluru,South,Transfer,,,2026-03-01,2026-03-02,132,1840.18,175,43,Completed
MOV001526,SKU_0100,WH_03,Delhi,North,Transfer,,,2026-04-16,2026-04-19,185,1998.1,4873,-193,Completed
MOV000779,SKU_0132,WH_02,Mumbai,West,Outbound,,CUST_031,2026-06-13,2026-06-15,474,1598.3,4465,3991,Completed
MOV002495,SKU_0005,WH_06,Pune,West,Outbound,,CUST_077,2026-03-14,2026-03-17,168,1028.41,3671,3503,Completed
MOV000810,SKU_0055,WH_04,Kolkata,East,Adjustment,,,2026-04-21,2026-04-21,387,1113.45,4242,,Discrepancy
MOV002146,SKU_0300,WH_05,Hyderabad,South,Inbound,SUP_05,,2026-01-04,2026-01-04,225,872.43,4827,5052,Completed
MOV001309,SKU_0227,WH_04,Kolkata,East,Adjustment,,,2026-03-15,2026-03-15,112,1468.53,597,,Completed
MOV000033,SKU_0174,WH_05,Hyderabad,South,Outbound,,CUST_035,2026-06-09,2026-06-10,23,1077.48,1953,1930,Discrepancy
MOV000720,SKU_0048,WH_05,Hyderabad,South,Outbound,,CUST_048,2026-01-25,2026-01-25,270,1101.51,4921,4651,Completed
MOV002114,SKU_0076,WH_05,Hyderabad,South,Outbound,,CUST_078,2026-06-27,2026-06-30,47,758.03,4676,4629,Pending
MOV003122,SKU_0068,WH_04,Kolkata,East,Outbound,,CUST_088,2026-06-02,2026-06-04,121,1669.6,4585,4464,Pending
MOV003165,SKU_0045,WH_03,Delhi,North,Inbound,SUP_12,,2026-01-13,2026-01-13,188,1504.37,3501,3689,Completed
MOV003463,SKU_0058,WH_01,Bengaluru,South,Adjustment,,,2026-04-04,2026-04-04,142,266.72,1349,1491,Completed
MOV002442,SKU_0264,WH_02,Mumbai,West,Adjustment,,,2026-03-13,2026-03-13,362,212.95,3584,3946,Pending
MOV001980,SKU_0013,WH_06,Pune,West,Outbound,,CUST_039,2026-02-10,2026-02-12,158,760.47,1883,1725,Completed
MOV002218,SKU_0295,WH_01,Bengaluru,South,Return,,,2026-02-01,2026-02-01,112,1580.38,2880,2992,Pending
MOV000951,SKU_0223,WH_06,Pune,West,Outbound,,CUST_051,2026-02-26,2026-02-27,345,347.51,3869,3524,Completed
MOV004667,SKU_0119,WH_06,Pune,West,Outbound,,CUST_098,2026-01-13,2026-01-15,47,1821.33,4954,4907,Completed
MOV001777,SKU_0072,WH_05,Hyderabad,South,Return,,,2026-05-03,2026-05-05,397,638.89,3750,4147,Discrepancy
MOV004425,SKU_0253,WH_06,Pune,West,Inbound,SUP_10,,2026-05-31,2026-06-02,209,421.37,2291,2500,Completed
MOV001521,SKU_0028,WH_05,Hyderabad,South,Return,,,2026-03-02,2026-03-04,142,342.46,1915,2057,Completed
MOV004127,SKU_0046,WH_02,Mumbai,West,Outbound,,CUST_044,2026-01-25,2026-01-28,1,776.47,2354,,Cancelled
MOV002377,SKU_0251,WH_06,Pune,West,Inbound,SUP_01,,2026-04-01,2026-04-03,462,1714.98,2058,2520,Completed
MOV001927,SKU_0039,WH_05,Hyderabad,South,Transfer,,,2026-01-15,2026-01-17,1,84.93,1434,1433,Completed
MOV002869,SKU_0052,WH_05,Hyderabad,South,Outbound,,CUST_024,2026-04-24,2026-04-27,171,1728.26,2614,2443,Completed
MOV000049,SKU_0185,WH_02,Mumbai,West,Outbound,,CUST_081,2026-05-11,2026-05-13,455,269.72,2991,2536,Completed
MOV002785,SKU_0141,WH_06,Pune,West,Inbound,SUP_04,,2026-02-06,2026-02-07,94,1955.08,1142,1236,Completed
MOV002801,SKU_0030,WH_03,Delhi,North,Outbound,,CUST_028,2026-05-01,2026-05-03,388,1935.96,2760,2372,Completed
MOV000497,SKU_0079,WH_04,Kolkata,East,Adjustment,,,2026-05-01,2026-05-02,403,1897.06,2037,2440,Completed
MOV001811,SKU_0280,WH_06,Pune,West,Outbound,,CUST_044,2026-02-04,2026-02-07,343,1560.31,3441,3098,Completed
MOV003748,SKU_0055,WH_06,Pune,West,Adjustment,,,2026-04-26,2026-04-28,102,1424.17,539,437,Completed
MOV002632,SKU_0197,WH_05,Hyderabad,South,Transfer,,,2026-01-23,2026-01-24,180,747.39,2383,2203,Completed
MOV001591,SKU_0145,WH_05,Hyderabad,South,Transfer,,,2026-05-25,2026-05-28,256,1850.44,2421,2165,Completed
MOV003301,SKU_0249,WH_02,Mumbai,West,Outbound,,CUST_056,2026-04-30,2026-05-02,490,1915.4,1739,1249,Completed
MOV003465,SKU_0268,WH_02,Mumbai,West,Inbound,SUP_01,,2026-06-30,2026-06-30,249,283.3,2462,2711,Completed
MOV004634,SKU_0235,WH_04,Kolkata,East,Outbound,,CUST_029,2026-02-22,2026-02-23,65,712.4,4051,,Completed
MOV002862,SKU_0093,WH_01,Bengaluru,South,Outbound,,CUST_024,2026-05-02,2026-05-02,228,389.25,4729,4501,Completed
MOV003631,SKU_0150,WH_06,Pune,West,Outbound,,CUST_005,2026-03-14,2026-03-15,40,1284.18,4017,3977,Completed
MOV003450,SKU_0070,WH_05,Hyderabad,South,Outbound,,CUST_072,2026-02-19,2026-02-20,96,1254.74,471,375,Completed
MOV002127,SKU_0275,WH_02,Mumbai,West,Inbound,SUP_02,,2026-01-02,2026-01-03,359,308.81,203,562,Completed
MOV003539,SKU_0012,WH_01,Bengaluru,South,Adjustment,,,2026-05-15,2026-05-16,397,1936.19,794,1191,Completed
MOV004643,SKU_0198,WH_06,Pune,West,Adjustment,,,2026-04-07,2026-04-08,136,1737.45,2876,3012,Completed
MOV001308,SKU_0134,WH_05,Hyderabad,South,Inbound,SUP_02,,2026-02-23,2026-02-25,500,1825.73,688,1188,Completed
MOV000766,SKU_0163,WH_05,Hyderabad,South,Adjustment,,,2026-03-14,2026-03-17,371,1352.58,631,260,Completed
MOV003897,SKU_0020,WH_02,Mumbai,West,Adjustment,,,2026-01-11,2026-01-12,396,617.84,4977,-29,Completed
MOV000922,SKU_0075,WH_05,Hyderabad,South,Outbound,,CUST_084,2026-03-23,2026-03-25,349,882.29,1563,1214,Completed
MOV001108,SKU_0151,WH_02,Mumbai,West,Inbound,SUP_03,,2026-02-03,2026-02-04,217,1840.94,1207,1424,Completed
MOV003638,SKU_0262,WH_06,Pune,West,Inbound,SUP_01,,2026-02-05,2026-02-07,492,1240.85,3427,3919,Completed
MOV003168,SKU_0203,WH_03,Delhi,North,Inbound,SUP_02,,2026-02-18,2026-02-21,39,211.33,3629,3668,Completed
MOV002847,SKU_0120,WH_06,Pune,West,Transfer,,,2026-04-16,2026-04-16,347,897.81,2671,2324,Completed
MOV000973,SKU_0213,WH_02,Mumbai,West,Inbound,SUP_10,,2026-06-08,2026-06-09,111,882.71,3071,3182,Completed
MOV002670,SKU_0194,WH_05,Hyderabad,South,Outbound,,CUST_016,2026-03-28,2026-03-30,57,755.17,4490,4433,Completed
MOV002520,SKU_0045,WH_05,Hyderabad,South,Return,,,2026-06-19,2026-06-21,304,1357.15,2839,3143,Completed
MOV000583,SKU_0263,WH_04,Kolkata,East,Return,,,2026-02-03,2026-02-06,143,568.97,1959,2102,Completed
MOV002961,SKU_0120,WH_04,Kolkata,East,Outbound,,CUST_073,2026-03-01,2026-03-03,344,989.1,2234,1890,Pending
MOV002410,SKU_0210,WH_02,Mumbai,West,Transfer,,,2026-05-03,2026-05-04,415,157.49,4810,4395,Completed
MOV003007,SKU_0147,WH_03,Delhi,North,Inbound,SUP_09,,2026-06-05,2026-06-05,457,13236.31,3703,4160,Completed
MOV003033,SKU_0294,WH_03,Delhi,North,Inbound,SUP_06,,2026-03-17,2026-03-20,93,1494.36,4712,4805,Completed
MOV002515,SKU_0251,WH_01,Bengaluru,South,Outbound,,CUST_054,,2026-02-09,437,622.25,4382,3945,Completed
MOV003362,SKU_0032,WH_04,Kolkata,East,Adjustment,,,2026-01-07,2026-01-10,168,492.12,2203,2371,Completed
MOV003761,SKU_0228,WH_03,Delhi,North,Inbound,SUP_12,,2026-01-01,2026-01-01,394,633.25,1292,1686,Completed
MOV004150,SKU_0064,WH_02,Mumbai,West,Outbound,,CUST_046,2026-05-04,2026-05-07,445,1231.18,1701,1256,Completed
MOV001288,SKU_0201,WH_05,Hyderabad,South,Outbound,,CUST_059,2026-06-16,2026-06-17,416,128.71,3401,2985,Completed
MOV004510,SKU_0240,WH_02,Mumbai,West,Outbound,,CUST_073,2026-05-27,2026-05-27,488,1800.54,88,-400,Completed
MOV000269,SKU_0205,WH_04,Kolkata,East,Outbound,,CUST_054,2026-04-09,2026-04-10,199,1533.87,3358,3159,Pending
MOV004858,SKU_0157,WH_06,Pune,West,Inbound,SUP_11,,2026-02-05,2026-02-08,403,331.74,3257,3660,Completed
MOV002916,SKU_0227,WH_01,Bengaluru,South,Transfer,,,2026-02-22,2026-02-22,65,518.96,2410,2345,Completed
MOV001926,SKU_0297,WH_04,Kolkata,East,Inbound,SUP_11,,2026-03-14,2026-03-14,230,302.87,3680,,Completed
MOV004762,SKU_0061,WH_02,Mumbai,West,Inbound,SUP_12,,2026-06-13,2026-06-13,266,1740.17,4165,4431,Completed
MOV001739,SKU_0036,WH_03,Delhi,North,Inbound,SUP_09,,2026-02-04,2026-02-06,278,2342.21,2262,2540,Completed
MOV000255,SKU_0130,WH_01,Bengaluru,South,Outbound,,CUST_013,2026-06-17,2026-06-19,78,1979.57,1869,1791,Completed
MOV000108,SKU_0197,WH_01,Bengaluru,South,Inbound,SUP_04,,2026-01-29,2026-01-29,18,1901.04,716,734,Pending
MOV003808,SKU_0109,WH_03,Delhi,North,Outbound,,CUST_085,2026-05-13,2026-05-15,266,326.96,1352,1086,Completed
MOV004832,SKU_0232,WH_05,Hyderabad,South,Outbound,,CUST_033,2026-06-06,2026-06-08,79,266.07,2759,2680,Completed
MOV001964,SKU_0032,WH_05,Hyderabad,South,Outbound,,CUST_052,2026-06-18,2026-06-20,284,1864.87,2701,2417,Discrepancy
MOV002899,SKU_0076,WH_05,Hyderabad,South,Adjustment,,,2026-02-17,2026-02-19,234,1879.17,3833,4067,Discrepancy
MOV001023,SKU_0213,WH_03,Delhi,North,Return,,,2026-03-11,2026-03-14,233,189.21,3883,4116,Completed
MOV002719,SKU_0047,WH_01,Bengaluru,South,Outbound,,CUST_060,2026-05-27,2026-05-29,342,361.93,3599,3257,Discrepancy
MOV004779,SKU_0187,WH_04,Kolkata,East,Transfer,,,2026-05-08,2026-05-08,223,707.42,4413,,Completed
MOV003524,SKU_0083,WH_03,Delhi,North,Outbound,,CUST_025,2026-03-29,2026-04-01,147,787.52,1575,1428,Completed
MOV001915,SKU_0039,WH_05,Hyderabad,South,Outbound,,CUST_036,2026-02-03,2026-02-03,64,98.36,548,484,Completed
MOV002186,SKU_0001,WH_06,Pune,West,Adjustment,,,2026-04-13,2026-04-14,333,114.2,2030,1697,Discrepancy
MOV000016,SKU_0278,WH_05,Hyderabad,South,Outbound,,CUST_029,2026-06-06,2026-06-07,413,516.81,3282,2869,Completed
MOV004689,SKU_0027,WH_02,Mumbai,West,Inbound,SUP_09,,2026-04-16,2026-04-16,47,3302.63,4389,4436,Completed
MOV001461,SKU_0121,WH_01,Bengaluru,South,Inbound,SUP_05,,2026-06-22,2026-06-25,9,522.65,18,27,Completed
MOV002201,SKU_0043,WH_03,Delhi,North,Inbound,SUP_06,,2026-05-12,2026-05-13,378,742.62,772,1150,Completed
MOV003113,SKU_0285,WH_02,Mumbai,West,Adjustment,,,2026-01-30,2026-02-02,329,1300.85,526,197,Completed
MOV003939,SKU_0274,WH_02,Mumbai,West,Outbound,,CUST_009,2026-03-04,2026-03-06,329,1595.62,4967,4638,Completed
MOV001816,SKU_0258,WH_02,Mumbai,West,Outbound,,CUST_014,2026-05-24,2026-05-24,348,297.52,4995,4647,Completed
MOV001769,SKU_0030,WH_02,Mumbai,West,Outbound,,CUST_024,2026-05-27,2026-05-27,141,1072.62,4175,4034,Completed
MOV003593,SKU_0059,WH_03,Delhi,North,Outbound,,CUST_044,2026-01-14,2026-01-17,442,1990.92,3371,2929,Completed
MOV000404,SKU_0215,WH_01,Bengaluru,South,Return,,,2026-03-01,2026-03-03,6,1585.54,2083,2089,Completed
MOV002617,SKU_0207,WH_03,Delhi,North,Return,,,2026-04-10,2026-04-12,468,987.24,4097,4565,Pending
MOV002462,SKU_0044,WH_05,Hyderabad,South,Adjustment,,,2026-04-06,2026-04-06,314,1413.74,4071,4385,Completed
MOV003529,SKU_0197,WH_05,Hyderabad,South,Return,,,2026-04-19,2026-04-19,392,590.67,195,587,Pending
MOV001633,SKU_0297,WH_04,Kolkata,East,Outbound,,CUST_087,2026-01-05,2026-01-05,116,853.69,4342,,Completed
MOV002439,SKU_0001,WH_04,Kolkata,East,Transfer,,,2026-04-13,2026-04-13,378,1127.23,1877,,Completed
MOV004260,SKU_0246,WH_03,Delhi,North,Outbound,,CUST_012,2026-03-27,2026-03-29,387,905.4,1197,810,Completed
MOV001520,SKU_0078,WH_02,Mumbai,West,Outbound,,CUST_088,2026-03-25,2026-03-28,479,463.07,309,-170,Completed
MOV002590,SKU_0139,WH_03,Delhi,North,Transfer,,,2026-03-01,2026-03-01,28,1873.11,534,506,Completed
MOV003424,SKU_0260,WH_02,Mumbai,West,Transfer,,,2026-06-18,2026-06-19,61,946.49,3567,3506,Completed
MOV000332,SKU_0240,WH_01,Bengaluru,South,Outbound,,CUST_038,2026-06-11,2026-06-13,494,695.52,4656,4162,Completed
MOV003288,SKU_0182,WH_03,Delhi,North,Transfer,,,2026-05-12,2026-05-12,420,700.66,186,-234,Completed
MOV001609,SKU_0099,WH_06,Pune,West,Inbound,SUP_01,,2026-05-16,2026-05-19,36,347.71,4511,4547,Completed
MOV002121,SKU_0243,WH_01,Bengaluru,South,Outbound,,CUST_091,2026-05-28,2026-05-31,31,1556.11,2622,2591,Completed
MOV002673,SKU_0110,WH_01,Bengaluru,South,Outbound,,CUST_011,2026-05-04,2026-05-04,405,780.48,4672,4267,Completed
MOV002512,SKU_0109,WH_02,Mumbai,West,Inbound,SUP_11,,2026-01-07,2026-01-08,109,1881.4,1996,2105,Completed
MOV000833,SKU_0224,WH_01,Bengaluru,South,Outbound,,CUST_017,2026-04-08,2026-04-08,131,244.01,2091,1960,Completed
MOV004575,SKU_0252,WH_05,Hyderabad,South,Outbound,,CUST_067,2026-04-17,2026-04-19,335,989.79,794,459,Completed
MOV000953,SKU_0071,WH_05,Hyderabad,South,Adjustment,,,2026-04-23,2026-04-25,218,1101.28,4451,4669,Completed
MOV004926,SKU_0298,WH_06,Pune,West,Transfer,,,2026-04-01,2026-04-03,274,1709.89,2698,-199,Completed
MOV002601,SKU_0148,WH_03,Delhi,North,Return,,,2026-01-11,2026-01-13,267,1826.34,2138,2405,Completed
MOV001863,SKU_0107,WH_02,Mumbai,West,Return,,,2026-01-11,2026-01-12,352,1983.18,29,381,Completed
MOV001813,SKU_0201,WH_01,Bengaluru,South,Inbound,SUP_12,,2026-03-31,2026-04-02,301,1782.27,43,344,Completed
MOV003311,SKU_0145,WH_03,Delhi,North,Transfer,,,2026-01-01,2026-01-04,288,601.24,713,425,Completed
MOV003732,SKU_0061,WH_02,Mumbai,West,Outbound,,CUST_090,2026-03-23,2026-03-23,499,600.55,71,-428,Completed
MOV000418,SKU_0276,WH_03,Delhi,North,Inbound,SUP_03,,2026-03-01,2026-03-02,463,1751.13,4796,5259,Completed
MOV001727,SKU_0284,WH_04,Kolkata,East,Inbound,SUP_07,,,2026-02-19,52,1971.94,4042,,Completed
MOV000670,SKU_0049,WH_01,Bengaluru,South,Transfer,,,2026-04-19,2026-04-20,115,1493.68,856,741,Completed
